Restaurant_ID,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
16608864,No,No,No,No,2,3.2,Orange,Average,21
16604911,No,No,No,No,2,4.6,Dark Green,Excellent,237
17303465,No,No,No,No,2,4.5,Dark Green,Excellent,879
17303642,No,No,No,No,2,4.6,Dark Green,Excellent,615
17303670,No,No,No,No,2,4.5,Dark Green,Excellent,879
17303545,No,No,No,No,4,3.9,Yellow,Good,379
17303655,No,No,No,No,1,4.3,Green,Very Good,303
17304691,No,No,No,No,4,4.1,Green,Very Good,538
17303478,No,No,No,No,1,4.2,Green,Very Good,334
17303480,No,No,No,No,2,4.3,Green,Very Good,555
17304733,No,No,No,No,1,4.4,Green,Very Good,823
17303646,No,No,No,No,2,4.1,Green,Very Good,550
17304929,No,No,No,No,2,4.4,Green,Very Good,650
17303684,No,No,No,No,1,4.3,Green,Very Good,410
17303772,No,No,No,No,1,4.4,Green,Very Good,660
17305123,No,No,No,No,2,4.4,Green,Very Good,360
17303787,No,No,No,No,3,4,Green,Very Good,340
17303990,No,No,No,No,2,4.1,Green,Very Good,393
17304741,No,No,No,No,1,4.3,Green,Very Good,422
17304726,No,No,No,No,3,4,Green,Very Good,435
17304486,No,No,No,No,2,4,Green,Very Good,369
17304533,No,No,No,No,3,4.4,Green,Very Good,487
17316233,No,No,No,No,3,3.7,Yellow,Good,98
17315883,No,No,No,No,3,4.1,Green,Very Good,365
17315995,No,No,No,No,1,4.1,Green,Very Good,190
17316018,No,No,No,No,3,4.1,Green,Very Good,429
17316038,No,No,No,No,2,4.4,Green,Very Good,430
17316771,No,No,No,No,2,4.2,Green,Very Good,186
17316201,No,No,No,No,1,4.2,Green,Very Good,220
17316208,No,No,No,No,1,4.2,Green,Very Good,347
17316389,No,No,No,No,2,3.8,Yellow,Good,161
17316278,No,No,No,No,2,4.1,Green,Very Good,160
17316744,No,No,No,No,1,4.9,Dark Green,Excellent,820
17316751,No,No,No,No,1,4.5,Dark Green,Excellent,488
17316766,No,No,No,No,2,3.6,Yellow,Good,253
17316743,No,No,No,No,3,3.8,Yellow,Good,220
17316374,No,No,No,No,2,4.3,Green,Very Good,485
17316381,No,No,No,No,3,4.3,Green,Very Good,428
17316802,No,No,No,No,2,4.1,Green,Very Good,294
17316416,No,No,No,No,3,4,Green,Very Good,380
17316449,No,No,No,No,2,4.2,Green,Very Good,259
17316603,No,No,No,No,2,4.7,Dark Green,Excellent,433
16659169,No,No,No,No,2,3.7,Yellow,Good,176
17558684,No,No,No,No,1,4.3,Green,Very Good,96
18366580,No,No,No,No,2,3.1,Orange,Average,6
17330755,No,No,No,No,1,3.3,Orange,Average,33
17330611,No,No,No,No,2,4.6,Dark Green,Excellent,489
17330609,No,No,No,No,2,4.5,Dark Green,Excellent,345
17330024,No,No,No,No,2,3.8,Yellow,Good,149
17330074,No,No,No,No,2,3.9,Yellow,Good,330
17330185,No,No,No,No,3,3.9,Yellow,Good,247
17330397,No,No,No,No,1,3.7,Yellow,Good,123
17330735,No,No,No,No,3,3.6,Yellow,Good,109
17330676,No,No,No,No,3,3.7,Yellow,Good,134
17330048,No,No,No,No,3,4.2,Green,Very Good,722
17330604,No,No,No,No,2,4.3,Green,Very Good,213
17330087,No,No,No,No,2,4,Green,Very Good,335
17330137,No,No,No,No,2,4,Green,Very Good,353
17330155,No,No,No,No,1,4,Green,Very Good,170
17330309,No,No,No,No,2,4.1,Green,Very Good,192
17330311,No,No,No,No,3,4.1,Green,Very Good,302
17330615,No,No,No,No,1,4.2,Green,Very Good,355
17330638,No,No,No,No,2,4.3,Green,Very Good,287
17330628,No,No,No,No,3,4,Green,Very Good,264
17330546,No,No,No,No,3,4.4,Green,Very Good,235
16643459,No,No,No,No,2,3,Orange,Average,6
17334434,No,No,No,No,2,3.7,Yellow,Good,38
17334348,No,No,No,No,1,4.4,Green,Very Good,122
17334213,No,No,No,No,2,4.4,Green,Very Good,207
17334355,No,No,No,No,1,3.9,Yellow,Good,66
17334212,No,No,No,No,1,4.9,Dark Green,Excellent,249
17333797,No,No,No,No,2,3.8,Yellow,Good,63
17334217,No,No,No,No,3,3.8,Yellow,Good,145
17334273,No,No,No,No,1,3.8,Yellow,Good,83
17334254,No,No,No,No,2,3.7,Yellow,Good,116
17333836,No,No,No,No,1,4.1,Green,Very Good,122
17334197,No,No,No,No,1,4.1,Green,Very Good,142
17333882,No,No,No,No,1,4.1,Green,Very Good,114
17334211,No,No,No,No,2,4.6,Dark Green,Excellent,214
17334390,No,No,No,No,1,4.3,Green,Very Good,116
17334034,No,No,No,No,2,4.2,Green,Very Good,111
17334414,No,No,No,No,1,3.7,Yellow,Good,25
17334082,No,No,No,No,1,4.1,Green,Very Good,128
17334364,No,No,No,No,1,4.3,Green,Very Good,244
17334398,No,No,No,No,1,4.2,Green,Very Good,112
17334219,No,No,No,No,1,4.1,Green,Very Good,144
17335173,No,No,No,No,2,4.6,Dark Green,Excellent,166
17335195,No,No,No,No,3,4.5,Dark Green,Excellent,208
17335225,No,No,No,No,2,3.9,Yellow,Good,136
17335219,No,No,No,No,1,4,Green,Very Good,85
17334965,No,No,No,No,2,4.1,Green,Very Good,117
17335189,No,No,No,No,2,3.4,Orange,Average,53
17335156,No,No,No,No,2,4.9,Dark Green,Excellent,474
17334717,No,No,No,No,1,3.9,Yellow,Good,125
17334752,No,No,No,No,4,3.7,Yellow,Good,201
18453427,No,No,No,No,2,0,White,Not rated,2
17793744,No,No,No,No,2,0,White,Not rated,3
17334679,No,No,No,No,1,4.3,Green,Very Good,167
17334718,No,No,No,No,2,4,Green,Very Good,112
17334763,No,No,No,No,2,4.1,Green,Very Good,256
17335158,No,No,No,No,1,4.3,Green,Very Good,123
17334782,No,No,No,No,2,4,Green,Very Good,199
17334846,No,No,No,No,2,4.1,Green,Very Good,157
17334853,No,No,No,No,2,4.1,Green,Very Good,100
17335168,No,No,No,No,3,4.2,Green,Very Good,141
17334958,No,No,No,No,2,4.2,Green,Very Good,197
17258496,No,No,No,No,2,4.5,Dark Green,Excellent,1025
17259395,No,No,No,No,2,4.9,Dark Green,Excellent,570
17258350,No,No,No,No,3,4.5,Dark Green,Excellent,674
17258136,No,No,No,No,2,4.1,Green,Very Good,496
17258522,No,No,No,No,2,4,Green,Very Good,411
17259958,No,No,No,No,2,3.2,Orange,Average,113
17258036,No,No,No,No,3,4.5,Dark Green,Excellent,1109
17259368,No,No,No,No,2,4.6,Dark Green,Excellent,728
17257684,No,No,No,No,1,4.4,Green,Very Good,659
17258154,No,No,No,No,3,4.2,Green,Very Good,370
17259340,No,No,No,No,3,4.3,Green,Very Good,532
17259243,No,No,No,No,2,4.8,Dark Green,Excellent,860
17259625,No,No,No,No,1,4.2,Green,Very Good,943
17259169,No,No,No,No,4,4.1,Green,Very Good,476
17259166,No,No,No,No,1,4.1,Green,Very Good,218
17259335,No,No,No,No,1,4,Green,Very Good,214
17259248,No,No,No,No,2,4.3,Green,Very Good,699
17258552,No,No,No,No,2,3.8,Yellow,Good,308
17259550,No,No,No,No,2,4,Green,Very Good,157
17259200,No,No,No,No,3,4.2,Green,Very Good,530
16615894,No,No,No,No,1,3.6,Yellow,Good,29
17342816,No,No,No,No,1,3.4,Orange,Average,33
17342498,No,No,No,No,2,3.3,Orange,Average,40
17342648,No,No,No,No,1,3.4,Orange,Average,153
17342781,No,No,No,No,2,3.3,Orange,Average,65
17342799,No,No,No,No,2,3.4,Orange,Average,58
17342772,No,No,No,No,2,3.5,Yellow,Good,100
17342771,No,No,No,No,1,3.6,Yellow,Good,156
17342548,No,No,No,No,1,3.5,Yellow,Good,74
17342556,No,No,No,No,2,3.6,Yellow,Good,117
17342811,No,No,No,No,3,3.7,Yellow,Good,83
17342576,No,No,No,No,2,3.6,Yellow,Good,48
17342770,No,No,No,No,3,3.8,Yellow,Good,198
17342585,No,No,No,No,1,3.5,Yellow,Good,126
17342494,No,No,No,No,1,3.5,Yellow,Good,119
17342594,No,No,No,No,2,3.6,Yellow,Good,140
17342625,No,No,No,No,3,3.6,Yellow,Good,159
17342652,No,No,No,No,2,3.6,Yellow,Good,131
17342665,No,No,No,No,1,3.5,Yellow,Good,60
17342810,No,No,No,No,2,3.7,Yellow,Good,89
17342775,No,No,No,No,4,3.6,Yellow,Good,72
16612028,No,No,No,No,2,4.1,Green,Very Good,56
17536645,No,No,No,No,1,3.7,Yellow,Good,83
16613507,No,No,No,No,3,3.5,Yellow,Good,37
16607969,No,No,No,No,2,3.7,Yellow,Good,29
17374405,No,No,No,No,2,4.4,Green,Very Good,239
17375060,No,No,No,No,1,4.1,Green,Very Good,235
17375164,No,No,No,No,2,3.8,Yellow,Good,88
17374552,No,No,No,No,3,3.9,Yellow,Good,209
17375078,No,No,No,No,1,3.9,Yellow,Good,133
17375049,No,No,No,No,1,4.4,Green,Very Good,267
17375077,No,No,No,No,2,4.1,Green,Very Good,171
17375141,No,No,No,No,2,3.8,Yellow,Good,107
17375198,No,No,No,No,3,4.3,Green,Very Good,164
17375180,No,No,No,No,1,4.1,Green,Very Good,182
17375072,No,No,No,No,2,4.9,Dark Green,Excellent,681
17375047,No,No,No,No,1,4.6,Dark Green,Excellent,357
17375074,No,No,No,No,2,3.8,Yellow,Good,89
17374921,No,No,No,No,2,4.2,Green,Very Good,350
17374819,No,No,No,No,1,4.3,Green,Very Good,298
17375089,No,No,No,No,2,4.2,Green,Very Good,319
17375214,No,No,No,No,3,3.8,Yellow,Good,114
17374951,No,No,No,No,1,3.9,Yellow,Good,136
17374978,No,No,No,No,2,2.2,Red,Poor,108
17375104,No,No,No,No,1,4,Green,Very Good,161
16604358,No,No,No,No,2,3.8,Yellow,Good,192
16604896,No,No,No,No,1,3.8,Yellow,Good,93
16612550,No,No,No,No,2,4.1,Green,Very Good,40
16606299,No,No,No,No,1,3.7,Yellow,Good,100
16605794,No,No,No,No,1,3.8,Yellow,Good,97
17557488,No,No,No,No,1,3.6,Yellow,Good,41
17452342,No,No,No,No,2,4.5,Dark Green,Excellent,799
16611498,No,No,No,No,2,3.6,Yellow,Good,18
17842104,No,No,No,No,2,3.5,Yellow,Good,31
17501291,No,No,No,No,2,3.9,Yellow,Good,146
17500759,No,No,No,No,1,4.9,Dark Green,Excellent,478
17500767,No,No,No,No,2,4.6,Dark Green,Excellent,467
17500819,No,No,No,No,2,4.5,Dark Green,Excellent,302
17500911,No,No,No,No,2,4.5,Dark Green,Excellent,289
17501439,No,No,No,No,3,3.8,Yellow,Good,102
17501279,No,No,No,No,3,4.1,Green,Very Good,293
17500695,No,No,No,No,4,4,Green,Very Good,195
17501298,No,No,No,No,1,4.3,Green,Very Good,244
17500847,No,No,No,No,4,4.2,Green,Very Good,379
17500872,No,No,No,No,1,4.2,Green,Very Good,223
17501315,No,No,No,No,2,3.7,Yellow,Good,243
17501201,No,No,No,No,2,3.7,Yellow,Good,104
17501247,No,No,No,No,1,3.7,Yellow,Good,153
17501281,No,No,No,No,2,3.8,Yellow,Good,323
17501143,No,No,No,No,1,4.1,Green,Very Good,181
17501292,No,No,No,No,2,4,Green,Very Good,316
17501308,No,No,No,No,2,4.2,Green,Very Good,288
17501301,No,No,No,No,1,4,Green,Very Good,232
17501268,No,No,No,No,3,4.1,Green,Very Good,314
16611701,No,No,No,No,2,2.9,Orange,Average,11
17482142,No,No,No,No,1,2.4,Red,Poor,17
16609169,No,No,No,No,3,3.8,Yellow,Good,176
17606621,No,No,No,No,1,3.4,Orange,Average,11
17687832,No,No,No,No,2,3.6,Yellow,Good,65
16613059,No,No,No,No,3,2.4,Red,Poor,193
17534788,No,No,No,No,3,3.6,Yellow,Good,30
17061237,No,No,No,No,3,4.4,Green,Very Good,981
17057397,No,No,No,No,3,4.5,Dark Green,Excellent,1151
17058534,No,No,No,No,3,4.7,Dark Green,Excellent,1341
17060320,No,No,No,No,4,4.3,Green,Very Good,782
17057925,No,No,No,No,3,4.6,Dark Green,Excellent,1293
17060869,No,No,No,No,4,4.6,Dark Green,Excellent,2324
17057591,No,No,No,No,3,4.3,Green,Very Good,910
17059541,No,No,No,No,4,4.4,Green,Very Good,886
17064266,No,No,No,No,3,4.6,Dark Green,Excellent,1293
17064405,No,No,No,No,1,4.4,Green,Very Good,570
17060516,No,No,No,No,4,4.4,Green,Very Good,1685
17059012,No,No,No,No,3,4.8,Dark Green,Excellent,1699
17061296,No,No,No,No,2,4.9,Dark Green,Excellent,1457
17061205,No,No,No,No,3,4.9,Dark Green,Excellent,1252
17064031,No,No,No,No,2,4.7,Dark Green,Excellent,1412
17066603,No,No,No,No,2,3.6,Yellow,Good,432
17057797,No,No,No,No,3,4.2,Green,Very Good,568
17061253,No,No,No,No,2,4.4,Green,Very Good,797
17059060,No,No,No,No,3,4.4,Green,Very Good,1158
17061231,No,No,No,No,3,4.4,Green,Very Good,1998
16613649,No,No,No,No,3,4.4,Green,Very Good,381
18255631,No,No,No,No,4,2.6,Orange,Average,16
16608483,No,No,No,No,2,3.4,Orange,Average,19
17580453,No,No,No,No,2,4.2,Green,Very Good,635
17580142,No,No,No,No,3,4.9,Dark Green,Excellent,2238
17580160,No,No,No,No,1,4.6,Dark Green,Excellent,792
17580349,No,No,No,No,1,4.5,Dark Green,Excellent,828
17580412,No,No,No,No,3,3.7,Yellow,Good,292
17580590,No,No,No,No,2,3.9,Yellow,Good,502
17580704,No,No,No,No,2,3.7,Yellow,Good,559
17579928,No,No,No,No,2,4.2,Green,Very Good,1268
17579992,No,No,No,No,3,4.1,Green,Very Good,669
17580030,No,No,No,No,3,4.4,Green,Very Good,900
17580074,No,No,No,No,2,4.3,Green,Very Good,765
17580020,No,No,No,No,3,4,Green,Very Good,1270
17580350,No,No,No,No,2,4.1,Green,Very Good,502
17580408,No,No,No,No,3,3.9,Yellow,Good,724
17579653,No,No,No,No,3,3.5,Yellow,Good,479
17580476,No,No,No,No,2,4.2,Green,Very Good,591
17580422,No,No,No,No,3,4.4,Green,Very Good,1408
17580539,No,No,No,No,3,4.3,Green,Very Good,905
17580511,No,No,No,No,1,4.7,Dark Green,Excellent,816
17580021,No,No,No,No,3,4.4,Green,Very Good,747
16604370,No,No,No,No,2,3.7,Yellow,Good,351
17582467,No,No,No,No,1,3.7,Yellow,Good,104
17582668,No,No,No,No,3,3.5,Yellow,Good,83
17582498,No,No,No,No,1,3.6,Yellow,Good,91
17582499,No,No,No,No,1,3.6,Yellow,Good,59
17582522,No,No,No,No,3,3.7,Yellow,Good,222
17582524,No,No,No,No,3,3.6,Yellow,Good,121
17582527,No,No,No,No,1,3.5,Yellow,Good,93
17582551,No,No,No,No,1,3.8,Yellow,Good,136
17582558,No,No,No,No,1,3.8,Yellow,Good,160
17582560,No,No,No,No,2,3.7,Yellow,Good,152
17582677,No,No,No,No,1,3.5,Yellow,Good,57
17582670,No,No,No,No,2,3.7,Yellow,Good,191
17582625,No,No,No,No,3,3.6,Yellow,Good,85
17582627,No,No,No,No,1,3.6,Yellow,Good,108
17582700,No,No,No,No,2,3.6,Yellow,Good,132
17582664,No,No,No,No,2,3.8,Yellow,Good,141
17582682,No,No,No,No,2,3.7,Yellow,Good,162
17582669,No,No,No,No,3,3.6,Yellow,Good,144
18491935,No,No,No,No,2,0,White,Not rated,1
17582546,No,No,No,No,1,4.1,Green,Very Good,365
17629582,No,No,No,No,2,3.3,Orange,Average,9
17211719,No,No,No,No,4,4,Green,Very Good,542
17144717,No,No,No,No,2,4.5,Dark Green,Excellent,691
17143970,No,No,No,No,3,4.7,Dark Green,Excellent,764
17142698,No,No,No,No,1,4.7,Dark Green,Excellent,707
17144991,No,No,No,No,3,4.5,Dark Green,Excellent,487
17142519,No,No,No,No,1,4.5,Dark Green,Excellent,695
17145408,No,No,No,No,3,4.2,Green,Very Good,485
17143336,No,No,No,No,3,4.2,Green,Very Good,807
17145077,No,No,No,No,1,4.6,Dark Green,Excellent,723
17141447,No,No,No,No,1,4.2,Green,Very Good,874
17142096,No,No,No,No,2,4.4,Green,Very Good,552
17142297,No,No,No,No,3,4.3,Green,Very Good,1056
17142535,No,No,No,No,3,4.3,Green,Very Good,707
17142792,No,No,No,No,4,4.9,Dark Green,Excellent,1343
17145495,No,No,No,No,1,4.9,Dark Green,Excellent,602
17143950,No,No,No,No,3,4.6,Dark Green,Excellent,1078
17142747,No,No,No,No,2,3.9,Yellow,Good,232
17141990,No,No,No,No,4,4.4,Green,Very Good,1492
17144732,No,No,No,No,1,4,Green,Very Good,535
17143282,No,No,No,No,4,4.2,Green,Very Good,531
17143705,No,No,No,No,2,4.2,Green,Very Good,694
17615915,No,No,No,No,3,3.3,Orange,Average,1201
17616487,No,No,No,No,3,4.7,Dark Green,Excellent,906
17615924,No,No,No,No,1,4.6,Dark Green,Excellent,880
17615979,No,No,No,No,3,4.5,Dark Green,Excellent,1014
17616266,No,No,No,No,2,4.5,Dark Green,Excellent,796
17615976,No,No,No,No,2,3.7,Yellow,Good,747
17616025,No,No,No,No,3,3.8,Yellow,Good,566
17615597,No,No,No,No,2,4.1,Green,Very Good,683
17615740,No,No,No,No,2,4.4,Green,Very Good,690
17616203,No,No,No,No,1,4.2,Green,Very Good,680
17616590,No,No,No,No,1,4.1,Green,Very Good,287
17615855,No,No,No,No,3,4.1,Green,Very Good,802
17616348,No,No,No,No,2,4.3,Green,Very Good,710
17616368,No,No,No,No,1,4.3,Green,Very Good,456
17616400,No,No,No,No,4,4,Green,Very Good,687
17616076,No,No,No,No,2,4.3,Green,Very Good,719
17616205,No,No,No,No,4,4.4,Green,Very Good,1803
17616222,No,No,No,No,4,4.1,Green,Very Good,558
17616295,No,No,No,No,3,3.8,Yellow,Good,883
17616465,No,No,No,No,1,3.9,Yellow,Good,309
18483372,No,No,No,No,4,3.4,Orange,Average,34
18484349,No,No,No,No,4,4,Green,Very Good,33
18496057,No,No,No,No,4,3.8,Yellow,Good,33
18483389,No,No,No,No,4,3.1,Orange,Average,34
18483222,No,No,No,No,4,3.8,Yellow,Good,35
18483085,No,No,No,No,4,3.9,Yellow,Good,33
18484423,No,No,No,No,2,4.2,Green,Very Good,29
18483714,No,No,No,No,4,4.1,Green,Very Good,35
18485469,No,No,No,No,3,3.2,Orange,Average,29
18479690,No,No,No,No,4,3.2,Orange,Average,30
18483224,No,No,No,No,3,3.7,Yellow,Good,33
18493989,No,No,No,No,3,3,Orange,Average,25
18484464,No,No,No,No,4,3.8,Yellow,Good,30
18483051,No,No,No,No,4,3.9,Yellow,Good,34
18482983,No,No,No,No,4,3.1,Orange,Average,33
18479742,No,No,No,No,4,3.2,Orange,Average,32
18482938,No,No,No,No,4,3.2,Orange,Average,30
18483082,No,No,No,No,3,3.8,Yellow,Good,28
18483446,No,No,No,No,3,3.9,Yellow,Good,35
18483252,No,No,No,No,4,3.2,Orange,Average,33
17621616,No,No,No,No,3,3.7,Yellow,Good,100
17621696,No,No,No,No,1,3.6,Yellow,Good,92
17621744,No,No,No,No,1,3.8,Yellow,Good,182
17621759,No,No,No,No,1,3.6,Yellow,Good,76
17621763,No,No,No,No,3,3.7,Yellow,Good,129
17621780,No,No,No,No,2,3.6,Yellow,Good,94
17621781,No,No,No,No,2,3.8,Yellow,Good,129
17621788,No,No,No,No,2,3.8,Yellow,Good,178
17621793,No,No,No,No,1,3.7,Yellow,Good,97
17621796,No,No,No,No,1,3.9,Yellow,Good,161
17621831,No,No,No,No,1,3.7,Yellow,Good,122
17621832,No,No,No,No,1,3.8,Yellow,Good,195
